Country,Date,Cases,Deaths,Recovered
Italy,2021-05-02,4063410,121404,3492679
Italy,2021-05-03,4069384,121660,3505717
Italy,2021-05-04,4078535,121965,3524194
Italy,2021-05-05,4089159,122232,3541266
Italy,2021-05-06,4101015,122490,3557133
Italy,2021-05-07,4111615,122698,3572713
Italy,2021-05-08,4121834,122922,3590107
Italy,2021-05-09,4130161,123061,3604523
Italy,2021-05-10,4135260,123260,3619586
Italy,2021-05-11,4142235,123511,3636089
Italy,2021-05-12,4150120,123773,3655112
Italy,2021-05-13,4158237,123974,3669407
Italy,2021-05-14,4165832,124156,3683189
Italy,2021-05-15,4172516,124292,3696481
Italy,2021-05-16,4178293,124385,3706084
Italy,2021-05-17,4181759,124525,3715389
Italy,2021-05-18,4186224,124726,3727220
Italy,2021-05-19,4191751,124875,3741149
Italy,2021-05-20,4197515,125040,3753965
Italy,2021-05-21,4202753,125173,3766660
Italy,2021-05-22,4207489,125298,3779293
Italy,2021-05-23,4211500,125370,3785866
Italy,2021-05-24,4213997,125480,3792898
Italy,2021-05-25,4217233,125646,3804246
Italy,2021-05-26,4221183,125767,3816176
Italy,2021-05-27,4225347,125938,3826984
Italy,2021-05-28,4229098,126064,3837518
Italy,2021-05-29,4232462,126147,3845087
Italy,2021-05-30,4235421,126191,3851661
Italy,2021-05-31,4237245,126275,3858019
Italy,2021-06-01,4239738,126369,3868332
Italy,2021-06-02,4242643,126431,3886867
Italy,2021-06-03,4244619,126490,3893259
Italy,2021-06-04,4247185,126563,3901112
Italy,2021-06-05,4249632,126620,3908312
Italy,2021-06-06,4251915,126671,3913633
Italy,2021-06-07,4253192,126736,3918657
Italy,2021-06-08,4255096,126838,3927176
Italy,2021-06-09,4257304,126915,3936088
Italy,2021-06-10,4259383,127003,3943704
Italy,2021-06-11,4261292,127072,3949597
Italy,2021-06-12,4263023,127124,3954097
Italy,2021-06-13,4264419,127150,3957557
Italy,2021-06-14,4265328,127186,3960951
Italy,2021-06-15,4266589,127244,4014025
Italy,2021-06-16,4267993,127296,4019424
Italy,2021-06-17,4269324,127334,4023957
Italy,2021-06-18,4270472,127369,4031605
Italy,2021-06-19,4271675,127397,4035692
Italy,2021-06-20,4272549,127414,4037996
Italy,2021-06-21,4273045,127435,4049316
Italy,2021-06-22,4273884,127466,4054008
Italy,2021-06-23,4274839,127496,4059463
Italy,2021-06-24,4275768,127524,4066029
Italy,2021-06-25,4276525,127580,4068798
Italy,2021-06-26,4277365,127620,4072099
Italy,2021-06-27,4278149,127634,4073435
Italy,2021-06-28,4278538,127648,4076274
Italy,2021-06-29,4279220,127690,4078767
Italy,2021-06-30,4279997,127716,4081902
Italy,2021-07-01,4280883,127738,4083843
Italy,2021-07-02,4281678,127766,4086188
Italy,2021-07-03,4282612,127788,4089298
Italy,2021-07-04,4283424,127814,4091004
Italy,2021-07-05,4283906,127831,4092586
Italy,2021-07-06,4284817,127855,4094421
Italy,2021-07-07,4285828,127869,4096156
Italy,2021-07-08,4287224,127882,4097905
Italy,2021-07-09,4288614,127907,4099339
Italy,2021-07-10,4290020,127919,4101102
Italy,2021-07-11,4291416,127926,4102420
Italy,2021-07-12,4292304,127939,4103949
Italy,2021-07-13,4293845,127959,4105236
Italy,2021-07-14,4296026,127982,4106315
Italy,2021-07-15,4298489,127991,4109579
Italy,2021-07-16,4301397,128002,4110649
Italy,2021-07-17,4304532,128015,4112977
Italy,2021-07-18,4307672,128018,4113478
Italy,2021-07-19,4309750,128025,4114129
Italy,2021-07-20,4313324,128035,4115889
Italy,2021-07-21,4317596,128056,4118124
Italy,2021-07-22,4322675,128071,4119607
Italy,2021-07-23,4327840,128088,4120846
Italy,2021-07-24,4333003,128093,4122208
Italy,2021-07-25,4337766,128100,4123209
Italy,2021-07-26,4340892,128122,4124323
Italy,2021-07-27,4345432,128146,4126741
Italy,2021-07-28,4351150,128161,4128568
Italy,2021-07-29,4357343,128180,4130393
Italy,2021-07-30,4363988,128198,4132510
Italy,2021-07-31,4370530,128216,4134680
Italy,2021-08-01,4375870,128222,4135930
Italy,2021-08-02,4379071,128242,4137428
Italy,2021-08-03,4383932,128269,4141043
Italy,2021-08-04,4390552,128290,4144608
Italy,2021-08-05,4397815,128317,4147979
Italy,2021-08-06,4404439,128341,4150915
Italy,2021-08-07,4411371,128363,4153940
Italy,2021-08-08,4417132,128374,4155931
Italy,2021-08-09,4421339,128396,4157520
Italy,2021-08-10,4426954,128427,4161645
Italy,2021-08-11,4433951,128458,4166095
Italy,2021-08-12,4441243,128488,4170810
Italy,2021-08-13,4448679,128533,4175198
Italy,2021-08-14,4455897,128567,4180129
Italy,2021-08-15,4461582,128586,4183709
Italy,2021-08-16,4465268,128611,4187186
Italy,2021-08-17,4470562,128666,4191980
Italy,2021-08-18,4477737,128735,4199404
Italy,2021-08-19,4485026,128790,4204869
Italy,2021-08-20,4492279,128839,4211080
Italy,2021-08-21,4499782,128884,4216542
Italy,2021-08-22,4505730,128909,4220924
Italy,2021-08-23,4509919,128953,4224429
Italy,2021-08-24,4516015,129013,4230677
Italy,2021-08-25,4523591,129073,0
Italy,2021-08-26,4530842,129116,0
Italy,2021-08-27,4538701,129165,0
Italy,2021-08-28,4545587,129224,0
Italy,2021-08-29,4551570,129270,0
Italy,2021-08-30,4555840,129338,0
Italy,2021-08-31,4561357,129401,0
Italy,2021-09-01,4567883,129460,0
Italy,2021-09-02,4574669,129494,0
Italy,2021-09-03,4581434,129553,0
Italy,2021-09-04,4587618,129610,0
Italy,2021-09-05,4592943,129660,0
Italy,2021-09-06,4596314,129712,0
Italy,2021-09-07,4601054,129785,0
Italy,2021-09-08,4607000,129856,0
Italy,2021-09-09,4612544,129915,0
Italy,2021-09-10,4618189,129979,0
Italy,2021-09-11,4623406,130045,0
Italy,2021-09-12,4628082,130095,0
Italy,2021-09-13,4630883,130147,0
Italy,2021-09-14,4634918,130210,0
Italy,2021-09-15,4639767,130268,0
Italy,2021-09-16,4644900,130321,0
Italy,2021-09-17,4649473,130373,0
Italy,2021-09-18,4654067,130427,0
Italy,2021-09-19,4657920,130453,0
Italy,2021-09-20,4660335,130503,0
Italy,2021-09-21,4663719,130576,0
Italy,2021-09-22,4667699,130625,0
Italy,2021-09-23,4671772,130688,0
Italy,2021-09-24,4675579,130740,0
Italy,2021-09-25,4679120,130790,0
Italy,2021-09-26,4682235,130834,0
Italy,2021-09-27,4683991,130879,0
Italy,2021-09-28,4686989,130944,0
Italy,2021-09-29,4690216,131007,0
Italy,2021-09-30,4694035,131058,0
Italy,2021-10-01,4697452,131111,0
Italy,2021-10-02,4700778,131137,0
Italy,2021-10-03,4703759,131170,0
Italy,2021-10-04,4705375,131208,0
Italy,2021-10-05,4707849,131258,0
Italy,2021-10-06,4711094,131298,0
Italy,2021-10-07,4714039,131339,0
Italy,2021-10-08,4717074,131369,0
Italy,2021-10-09,4719835,131415,0
Italy,2021-10-10,4722124,131442,0
Italy,2021-10-11,4723639,131478,0
Italy,2021-10-12,4726141,131528,0
Italy,2021-10-13,4728924,131565,0
Italy,2021-10-14,4731602,131606,0
Italy,2021-10-15,4734346,131649,0
Italy,2021-10-16,4737340,131664,0
Italy,2021-10-17,4739785,131694,0
Italy,2021-10-18,4741387,131739,0
Italy,2021-10-19,4744094,131792,0
Italy,2021-10-20,4747810,131825,0
Italy,2021-10-21,4751618,131861,0
Italy,2021-10-22,4755515,131900,0
Italy,2021-10-23,4759439,131940,0
Italy,2021-10-24,4763181,131965,0
Italy,2021-10-25,4765727,131995,0
Italy,2021-10-26,4769796,132043,0
Italy,2021-10-27,4774412,132094,0
Italy,2021-10-28,4779297,132145,0
Italy,2021-10-29,4784655,132178,0
Italy,2021-10-30,4789553,132216,0
Italy,2021-10-31,4794101,132242,0
Italy,2021-11-01,4796929,132263,0
Italy,2021-11-02,4799776,132304,0
Italy,2021-11-03,4804985,132367,0
Italy,2021-11-04,4810914,132426,0
Italy,2021-11-05,4817705,132479,0
Italy,2021-11-06,4824500,132515,0
Italy,2021-11-07,4830348,132541,0
Italy,2021-11-08,4834644,132581,0
Italy,2021-11-09,4840975,132644,0
Italy,2021-11-10,4848902,132706,0
Italy,2021-11-11,4857516,132757,0
Italy,2021-11-12,4866066,132826,0
Italy,2021-11-13,4874645,132880,0
Italy,2021-11-14,4882304,132922,0
Italy,2021-11-15,4887589,132969,0
Italy,2021-11-16,4895317,133027,0
Italy,2021-11-17,4905528,133100,0
Italy,2021-11-18,4916238,133170,0
Italy,2021-11-19,4926815,133220,0
Italy,2021-11-20,4938420,133274,0
Italy,2021-11-21,4948172,133325,0
Italy,2021-11-22,4954602,133397,0
Italy,2021-11-23,4964697,133464,0
Italy,2021-11-24,4977194,133550,0
Italy,2021-11-25,4991016,133622,0
Italy,2021-11-26,5004757,133674,0
Italy,2021-11-27,5017688,133764,0
Italy,2021-11-28,5030676,133813,0
Italy,2021-11-29,5038681,133881,0
Italy,2021-11-30,5051491,133974,0
Italy,2021-12-01,5066649,134067,0
Italy,2021-12-02,5083516,134139,0
Italy,2021-12-03,5100619,134216,0
Italy,2021-12-04,5117316,134293,0
Italy,2021-12-05,5132397,134341,0
Italy,2021-12-06,5141929,134436,0
Italy,2021-12-07,5157744,134524,0
Italy,2021-12-08,5175774,134612,0
Italy,2021-12-09,5188351,134694,0
Italy,2021-12-10,5208934,134817,0
Italy,2021-12-11,5230069,134917,0
Italy,2021-12-12,5249363,134988,0
Italy,2021-12-13,5262121,135086,0
Italy,2021-12-14,5282887,135217,0
Italy,2021-12-15,5306183,135337,0
Italy,2021-12-16,5332394,135450,0
Italy,2021-12-17,5361149,135571,0
Italy,2021-12-18,5389385,135695,0
Italy,2021-12-19,5413747,135796,0
Italy,2021-12-20,5430019,135942,0
Italy,2021-12-21,5460991,136106,0
Italy,2021-12-22,5497439,136240,0
Italy,2021-12-23,5542229,136393,0
Italy,2021-12-24,5593084,136539,0
Italy,2021-12-25,5648095,136687,0
Italy,2021-12-26,5673080,136781,0
Italy,2021-12-27,5704018,136932,0
Italy,2021-12-28,5782675,137108,0
Italy,2021-12-29,5881265,137244,0
Italy,2021-12-30,6008744,137404,0
Italy,2021-12-31,6153639,137562,0
Italy,2022-01-01,6365795,137682,0
Italy,2022-01-02,6427101,137831,0
Italy,2022-01-03,6495457,137995,0
Italy,2022-01-04,6667060,138227,0
Italy,2022-01-05,6857021,138411,0
Italy,2022-01-06,7077458,138611,0
Italy,2022-01-07,7186240,138838,0
Italy,2022-01-08,7384677,139027,0
Italy,2022-01-09,7541046,139189,0
Italy,2022-01-10,7643045,139421,0
Italy,2022-01-11,7864100,139724,0
Italy,2022-01-12,8060768,140045,0
Italy,2022-01-13,8245837,140388,0
Italy,2022-01-14,8432548,140761,0
Italy,2022-01-15,8613417,141001,0
Italy,2022-01-16,8763280,141250,0
Italy,2022-01-17,8846832,141540,0
Italy,2022-01-18,9075572,141980,0
Italy,2022-01-19,9268364,142368,0
Italy,2022-01-20,9457625,142779,0
Italy,2022-01-21,9637171,143171,0
Italy,2022-01-22,9808855,143469,0
Italy,2022-01-23,9948026,143703,0
Italy,2022-01-24,10025881,144084,0
Italy,2022-01-25,10216355,144436,0
Italy,2022-01-26,10383904,144800,0
Italy,2022-01-27,10540050,145191,0
Italy,2022-01-28,10684228,145572,0
Italy,2022-01-29,10821420,145962,0
Italy,2022-01-30,10925401,146216,0
Italy,2022-01-31,10983280,146586,0
Italy,2022-02-01,11116751,146925,0
Italy,2022-02-02,11236010,147320,0
Italy,2022-02-03,11350079,147734,0
Italy,2022-02-04,11449636,148167,0
Italy,2022-02-05,11544707,148542,0
Italy,2022-02-06,11622091,148771,0
Italy,2022-02-07,11663903,149119,0
Italy,2022-02-08,11766069,149512,0
Italy,2022-02-09,11847770,149896,0
Italy,2022-02-10,11923957,150221,0
Italy,2022-02-11,11991099,150555,0
Italy,2022-02-12,12053716,150824,0
Italy,2022-02-13,12105821,151015,0
Italy,2022-02-14,12134622,151296,0
Italy,2022-02-15,12205594,151684,0
Italy,2022-02-16,12265508,151962,0
Italy,2022-02-17,12323436,152282,0
Italy,2022-02-18,12377239,152596,0
Italy,2022-02-19,12427894,152848,0
Italy,2022-02-20,12470051,152989,0
Italy,2022-02-21,12494567,153190,0
Italy,2022-02-22,12554718,153512,0
Italy,2022-02-23,12605082,153764,0
Italy,2022-02-24,12652372,154013,0
Italy,2022-02-25,12694305,154206,0
Italy,2022-02-26,12733929,154416,0
Italy,2022-02-27,12764855,154560,0
Italy,2022-02-28,12783341,154767,0
Italy,2022-03-01,12831489,155000,0
Italy,2022-03-02,12869006,155214,0
Italy,2022-03-03,12910764,155399,0
Italy,2022-03-04,12950260,155609,0
Italy,2022-03-05,12991055,155782,0
Italy,2022-03-06,13026691,155887,0
Italy,2022-03-07,13049336,156017,0
Italy,2022-03-08,13110859,156201,0
Italy,2022-03-09,13160268,156357,0
Italy,2022-03-10,13215332,156493,0
Italy,2022-03-11,13269303,156649,0
Italy,2022-03-12,13324321,156782,0
Italy,2022-03-13,13374005,156868,0
Italy,2022-03-14,13404031,156997,0
Italy,2022-03-15,13490898,157177,0
Italy,2022-03-16,13565939,157314,0
Italy,2022-03-17,13648161,157442,0
Italy,2022-03-18,13726155,157607,0
Italy,2022-03-19,13801328,157692,0
Italy,2022-03-20,13862615,157785,0
Italy,2022-03-21,13895727,157904,0
Italy,2022-03-22,13994190,158101,0
Italy,2022-03-23,14071287,158254,0
Italy,2022-03-24,14153879,158436,0
Italy,2022-03-25,14230754,158582,0
Italy,2022-03-26,14305168,158700,0
Italy,2022-03-27,14365573,158782,0
Italy,2022-03-28,14397122,158877,0
Italy,2022-03-29,14490369,159054,0
Italy,2022-03-30,14569159,159224,0
Italy,2022-03-31,14645044,159383,0
Italy,2022-04-01,14720003,159537,0
Italy,2022-04-02,14792227,159666,0
Italy,2022-04-03,14846514,159784,0
Italy,2022-04-04,14877885,159909,0
Italy,2022-04-05,14966665,160103,0
Italy,2022-04-06,15036470,160252,0
Italy,2022-04-07,15107172,160402,0
Italy,2022-04-08,15174136,160546,0
Italy,2022-04-09,15238795,160658,0
Italy,2022-04-10,15292385,160748,0
Italy,2022-04-11,15321166,160863,0
Italy,2022-04-12,15405358,161032,0
Italy,2022-04-13,15468061,161187,0
Italy,2022-04-14,15533747,161336,0
Italy,2022-04-15,15596020,161469,0
Italy,2022-04-16,15660095,161602,0
Italy,2022-04-17,15712296,161687,0
Italy,2022-04-18,15730788,161766,0
Italy,2022-04-19,15758594,161893,0
Italy,2022-04-20,15859417,162098,0
Italy,2022-04-21,15934969,162264,0
Italy,2022-04-22,16008689,162466,0
Italy,2022-04-23,16079794,162609,0
Italy,2022-04-24,16136461,162688,0
Italy,2022-04-25,16161748,162781,0
Italy,2022-04-26,16191814,162927,0
Italy,2022-04-27,16280584,163113,0
Italy,2022-04-28,16350322,163244,0
Italy,2022-04-29,16409598,163377,0
Italy,2022-04-30,16464034,163507,0
Italy,2022-05-01,16504963,163612,0
Italy,2022-05-02,16524197,163736,0
Italy,2022-05-03,16586872,163889,0
Italy,2022-05-04,16634371,164041,0
Italy,2022-05-05,16683043,164179,0
Italy,2022-05-06,16727251,164304,0
Italy,2022-05-07,16768194,164417,0
Italy,2022-05-08,16799264,164489,0
Italy,2022-05-09,16816603,164573,0
Italy,2022-05-10,16873052,164731,0
Italy,2022-05-11,16915467,164846,0
Italy,2022-05-12,16955306,164976,0
Italy,2022-05-13,16994105,165091,0
Italy,2022-05-14,17030711,165182,0
Italy,2022-05-15,17057981,165244,0
Italy,2022-05-16,17072061,165346,0
Italy,2022-05-17,17117069,165494,0
Italy,2022-05-18,17147889,165630,0
Italy,2022-05-19,17178456,165738,0
Italy,2022-05-20,17205287,165827,0
Italy,2022-05-21,17229808,165918,0
Italy,2022-05-22,17247753,165952,0
Italy,2022-05-23,17258412,166032,0
Italy,2022-05-24,17289994,166127,0
Italy,2022-05-25,17312977,166264,0
Italy,2022-05-26,17335453,166358,0
Italy,2022-05-27,17355486,166476,0
Italy,2022-05-28,17374051,166542,0
Italy,2022-05-29,17389186,166569,0
Italy,2022-05-30,17397143,166631,0
Italy,2022-05-31,17421841,166697,0
Italy,2022-06-01,17440757,166756,0
Italy,2022-06-02,17458213,166835,0
Italy,2022-06-03,17467924,166875,0
Italy,2022-06-04,17490891,166922,0
Italy,2022-06-05,17506077,166949,0
Italy,2022-06-06,17515054,167019,0
Japan,2020-02-15,53,1,0
Japan,2020-02-16,59,1,0
Japan,2020-02-17,66,1,18
Japan,2020-02-18,74,1,20
Japan,2020-02-19,84,1,20
Japan,2020-02-20,94,1,20
Japan,2020-02-21,109,1,22
Japan,2020-02-22,134,1,22
Japan,2020-02-23,146,1,23
Japan,2020-02-24,159,1,23
Japan,2020-02-25,161,1,23
Japan,2020-02-26,172,3,23
Japan,2020-02-27,214,4,32
Japan,2020-02-28,233,5,32
Japan,2020-02-29,241,5,32
Japan,2020-03-01,256,6,42
Japan,2020-03-02,274,6,42
Japan,2020-03-03,293,6,43
Japan,2020-03-04,331,6,43
Japan,2020-03-05,364,6,43
Japan,2020-03-06,420,6,49
Japan,2020-03-07,461,6,76
Japan,2020-03-08,502,7,76
Japan,2020-03-09,530,9,84
Japan,2020-03-10,587,12,102
Japan,2020-03-11,639,15,118
Japan,2020-03-12,691,19,118
Japan,2020-03-13,734,21,118
Japan,2020-03-14,804,22,144
Japan,2020-03-15,833,24,144
Japan,2020-03-16,850,28,144
Japan,2020-03-17,878,29,144
Japan,2020-03-18,914,29,191
Japan,2020-03-19,943,33,191
Japan,2020-03-20,1007,35,215
Japan,2020-03-21,1054,36,215
Japan,2020-03-22,1101,41,235
Japan,2020-03-23,1128,42,235
Japan,2020-03-24,1193,43,285
Japan,2020-03-25,1307,45,310
Japan,2020-03-26,1387,47,359
Japan,2020-03-27,1499,49,372
Japan,2020-03-28,1693,52,404
Japan,2020-03-29,1866,54,424
Japan,2020-03-30,1953,56,424
Japan,2020-03-31,2179,57,424
Japan,2020-04-01,2385,57,472
Japan,2020-04-02,2619,63,472
Japan,2020-04-03,2938,69,514
Japan,2020-04-04,3142,77,514
Japan,2020-04-05,3658,85,575
Japan,2020-04-06,3911,92,592
Japan,2020-04-07,4263,93,622
Japan,2020-04-08,4674,94,632
Japan,2020-04-09,5356,99,685
Japan,2020-04-10,6016,99,685
Japan,2020-04-11,6761,108,762
Japan,2020-04-12,7385,123,784
Japan,2020-04-13,7634,143,799
Japan,2020-04-14,7902,146,853
Japan,2020-04-15,8645,178,901
Japan,2020-04-16,9251,190,935
Japan,2020-04-17,9808,190,935
Japan,2020-04-18,10318,222,1069
Japan,2020-04-19,10820,236,1159
Japan,2020-04-20,11159,263,1239
Japan,2020-04-21,11537,281,1356
Japan,2020-04-22,11976,299,1424
Japan,2020-04-23,12395,328,1494
Japan,2020-04-24,12740,345,1530
Japan,2020-04-25,13260,360,1656
Japan,2020-04-26,13479,372,1809
Japan,2020-04-27,13644,385,1899
Japan,2020-04-28,13766,394,1899
Japan,2020-04-29,13925,413,2369
Japan,2020-04-30,14118,430,2461
Japan,2020-05-01,14336,455,2977
Japan,2020-05-02,14603,474,3208
Japan,2020-05-03,14910,487,3986
Japan,2020-05-04,15111,536,4161
Japan,2020-05-05,15286,556,4502
Japan,2020-05-06,15286,556,4502
Japan,2020-05-07,15511,577,4925
Japan,2020-05-08,15609,590,5154
Japan,2020-05-09,15697,607,5916
Japan,2020-05-10,15811,624,8142
Japan,2020-05-11,15881,633,8308
Japan,2020-05-12,16002,657,8547
Japan,2020-05-13,16083,678,8937
Japan,2020-05-14,16154,697,9887
Japan,2020-05-15,16237,713,10358
Japan,2020-05-16,16271,725,10358
Japan,2020-05-17,16319,744,11175
Japan,2020-05-18,16339,749,11587
Japan,2020-05-19,16401,768,11587
Japan,2020-05-20,16419,771,12311
Japan,2020-05-21,16458,777,12698
Japan,2020-05-22,16547,796,13032
Japan,2020-05-23,16570,808,13272
Japan,2020-05-24,16584,820,13441
Japan,2020-05-25,16615,830,13640
Japan,2020-05-26,16657,846,13838
Japan,2020-05-27,16685,858,14001
Japan,2020-05-28,16717,867,14175
Japan,2020-05-29,16753,874,14282
Japan,2020-05-30,16838,886,14434
Japan,2020-05-31,16885,891,14487
Japan,2020-06-01,16918,892,14530
Japan,2020-06-02,16964,894,14678
Japan,2020-06-03,17020,900,14799
Japan,2020-06-04,17052,903,14895
Japan,2020-06-05,17098,907,15000
Japan,2020-06-06,17137,914,15107
Japan,2020-06-07,17175,916,15167
Japan,2020-06-08,17208,916,15176
Japan,2020-06-09,17244,916,15241
Japan,2020-06-10,17285,919,15326
Japan,2020-06-11,17326,920,15411
Japan,2020-06-12,17366,922,15521
Japan,2020-06-13,17416,924,15608
Japan,2020-06-14,17463,925,15671
Japan,2020-06-15,17536,925,15714
Japan,2020-06-16,17621,927,15729
Japan,2020-06-17,17662,931,15878
Japan,2020-06-18,17702,935,15958
Japan,2020-06-19,17774,935,16036
Japan,2020-06-20,17833,952,16105
Japan,2020-06-21,17898,953,16136
Japan,2020-06-22,17950,953,16161
Japan,2020-06-23,18002,955,16240
Japan,2020-06-24,18058,963,16291
Japan,2020-06-25,18144,968,16348
Japan,2020-06-26,18231,969,16420
Japan,2020-06-27,18331,971,16480
Japan,2020-06-28,18424,971,16533
Japan,2020-06-29,18510,972,16585
Japan,2020-06-30,18627,972,16659
Japan,2020-07-01,18757,974,16759
Japan,2020-07-02,18908,975,16800
Japan,2020-07-03,19102,976,16894
Japan,2020-07-04,19317,977,16987
Japan,2020-07-05,19558,977,17078
Japan,2020-07-06,19812,977,17152
Japan,2020-07-07,20018,978,17225
Japan,2020-07-08,20211,980,17359
Japan,2020-07-09,20408,981,17494
Japan,2020-07-10,20757,982,17680
Japan,2020-07-11,21168,982,17877
Japan,2020-07-12,21542,982,18031
Japan,2020-07-13,21909,982,18131
Japan,2020-07-14,22262,982,18310
Japan,2020-07-15,22551,984,18574
Japan,2020-07-16,22934,985,18844
Japan,2020-07-17,23518,985,19127
Japan,2020-07-18,24179,985,19398
Japan,2020-07-19,24690,985,19609
Japan,2020-07-20,25145,985,19790
Japan,2020-07-21,25787,988,20189
Japan,2020-07-22,26355,989,20686
Japan,2020-07-23,27083,990,21071
Japan,2020-07-24,28012,992,21365
Japan,2020-07-25,28844,993,21605
Japan,2020-07-26,29441,996,21800
Japan,2020-07-27,30049,996,22155
Japan,2020-07-28,31023,998,22852
Japan,2020-07-29,31965,1001,23550
Japan,2020-07-30,33116,1004,24224
Japan,2020-07-31,34442,1006,24976
Japan,2020-08-01,35910,1011,25554
Japan,2020-08-02,36765,1011,25955
Japan,2020-08-03,38768,1012,26537
Japan,2020-08-04,39942,1016,27249
Japan,2020-08-05,41216,1022,28082
Japan,2020-08-06,42353,1026,28933
Japan,2020-08-07,43909,1033,30212
Japan,2020-08-08,45537,1039,31369
Japan,2020-08-09,46884,1040,32376
Japan,2020-08-10,48094,1047,33124
Japan,2020-08-11,49034,1052,34043
Japan,2020-08-12,50319,1059,34958
Japan,2020-08-13,51258,1063,36207
Japan,2020-08-14,52331,1073,37555
Japan,2020-08-15,53694,1085,39025
Japan,2020-08-16,54834,1088,40163
Japan,2020-08-17,55789,1099,41282
Japan,2020-08-18,56809,1115,42373
Japan,2020-08-19,57676,1128,43928
Japan,2020-08-20,58629,1144,45363
Japan,2020-08-21,59852,1155,46567
Japan,2020-08-22,60866,1169,47725
Japan,2020-08-23,61882,1176,48655
Japan,2020-08-24,62644,1181,49447
Japan,2020-08-25,63259,1196,50541
Japan,2020-08-26,63962,1209,51801
Japan,2020-08-27,64810,1226,52939
Japan,2020-08-28,65717,1238,54114
Japan,2020-08-29,66569,1255,55463
Japan,2020-08-30,67412,1264,56288
Japan,2020-08-31,68014,1279,56928
Japan,2020-09-01,68542,1296,57951
Japan,2020-09-02,69152,1307,58557
Japan,2020-09-03,69751,1319,59656
Japan,2020-09-04,70422,1330,60551
Japan,2020-09-05,71031,1349,61582
Japan,2020-09-06,71575,1357,62215
Japan,2020-09-07,72013,1363,62676
Japan,2020-09-08,72392,1377,63424
Japan,2020-09-09,72885,1393,64244
Japan,2020-09-10,73381,1406,64981
Japan,2020-09-11,74063,1412,65738
Japan,2020-09-12,74708,1423,66430
Japan,2020-09-13,75384,1439,67051
Japan,2020-09-14,75824,1442,67395
Japan,2020-09-15,76126,1451,67985
Japan,2020-09-16,76617,1461,68688
Japan,2020-09-17,77179,1473,69411
Japan,2020-09-18,77665,1482,70059
Japan,2020-09-19,78245,1495,70656
Japan,2020-09-20,78830,1500,71192
Japan,2020-09-21,79314,1500,71567
Japan,2020-09-22,79613,1508,71812
Japan,2020-09-23,79944,1512,72146
Japan,2020-09-24,80218,1520,72704
Japan,2020-09-25,80675,1532,73658
Japan,2020-09-26,81234,1540,74321
Japan,2020-09-27,81871,1545,74778
Japan,2020-09-28,82313,1548,75162
Japan,2020-09-29,82677,1557,75632
Japan,2020-09-30,83194,1564,76199
Japan,2020-10-01,83748,1571,76765
Japan,2020-10-02,84402,1578,77396
Japan,2020-10-03,84956,1590,77985
Japan,2020-10-04,85528,1597,78494
Japan,2020-10-05,85929,1599,78789
Japan,2020-10-06,86238,1602,79252
Japan,2020-10-07,86735,1605,79858
Japan,2020-10-08,87213,1613,80410
Japan,2020-10-09,87833,1616,80917
Japan,2020-10-10,88428,1624,81542
Japan,2020-10-11,89109,1627,82011
Japan,2020-10-12,89545,1629,82301
Japan,2020-10-13,89872,1634,82810
Japan,2020-10-14,90340,1638,83348
Japan,2020-10-15,90911,1646,84029
Japan,2020-10-16,91634,1650,84645
Japan,2020-10-17,92268,1661,85225
Japan,2020-10-18,92862,1670,85681
Japan,2020-10-19,93334,1674,86138
Japan,2020-10-20,93688,1676,86711
Japan,2020-10-21,94142,1679,87306
Japan,2020-10-22,94734,1685,87866
Japan,2020-10-23,95349,1694,88446
Japan,2020-10-24,96048,1706,88989
Japan,2020-10-25,96749,1711,89485
Japan,2020-10-26,97290,1718,89913
Japan,2020-10-27,97715,1725,90353
Japan,2020-10-28,98334,1730,91014
Japan,2020-10-29,99072,1733,91530
Japan,2020-10-30,99844,1744,92099
Japan,2020-10-31,100616,1755,92685
Japan,2020-11-01,101372,1766,93171
Japan,2020-11-02,102041,1774,93595
Japan,2020-11-03,102510,1780,94068
Japan,2020-11-04,103130,1786,94509
Japan,2020-11-05,104070,1794,95329
Japan,2020-11-06,105016,1806,95974
Japan,2020-11-07,106151,1809,96681
Japan,2020-11-08,107326,1812,97419
Japan,2020-11-09,108326,1818,97877
Japan,2020-11-10,109227,1829,98499
Japan,2020-11-11,110403,1841,99335
Japan,2020-11-12,111962,1851,100234
Japan,2020-11-13,113553,1867,101249
Japan,2020-11-14,115242,1880,102222
Japan,2020-11-15,116940,1883,103072
Japan,2020-11-16,118403,1885,103911
Japan,2020-11-17,119596,1903,104876
Japan,2020-11-18,121089,1913,105939
Japan,2020-11-19,123245,1922,107199
Japan,2020-11-20,125552,1943,108672
Japan,2020-11-21,127956,1963,110145
Japan,2020-11-22,130476,1974,111419
Japan,2020-11-23,132660,1981,112528
Japan,2020-11-24,134235,1989,113602
Japan,2020-11-25,135710,2001,114990
Japan,2020-11-26,137575,2022,116647
Japan,2020-11-27,139810,2051,118408
Japan,2020-11-28,142393,2074,120537
Japan,2020-11-29,144984,2106,122173
Japan,2020-11-30,147096,2119,123731
Japan,2020-12-01,149035,2139,125761
Japan,2020-12-02,150731,2172,127599
Japan,2020-12-03,153178,2213,129541
Japan,2020-12-04,155589,2240,131481
Japan,2020-12-05,158037,2283,133754
Japan,2020-12-06,160467,2315,135592
Japan,2020-12-07,162441,2335,137222
Japan,2020-12-08,164308,2382,139318
Japan,2020-12-09,166224,2420,140950
